1##1	ٱسْم ٱللَّه رَّحْمَٰن رَّحِیم
34##49	قَالَ جَآءَ حَقّ مَا یُبْدِئُ بَٰطِل مَا أُعِیدُ
34##50	قَالَ إِن ضَلَّ إِنّ مَا ضَلَّ عَلَيٰ نَفْس إِن ٱهْتَدَيٰ مَا أَوْحَيٰٓ إِلَيٰ رَبّ إِنّ سَمِیع قَرِیب
34##51	لَو رَءَا إِذ فَزِعَ لَا فَوْت أَخَذَ مِن مَّكَان قَرِیب
34##52	قَالَ ءَامَنَ أَنَّيٰ تَّنَاوُش مِن مَّكَان بَعِید
34##53	قَد كَفَرَ مِن قَبْل قَذَفَ غَیْب مِن مَّكَان بَعِید
34##54	حَالَ بَیْن بَیْن مَا ٱشْتَهَتْ مَا فَعَلَ شِیعَة مِن قَبْل إِنّ كَانَ فِي شَكّ مُرِیب
35##1	حَمْد ٱللَّه فَاطِر سَمَآء أَرْض جَاعِل مَلَك رَسُول أُولِي جَنَاح مَثْنَيٰ ثُلَٰث رُبَٰع زَادَ فِي خَلْق مَا شَآءَ إِنّ ٱللَّه عَلَيٰ كُلّ شَيْء قَدِیر
35##2	مَا فَتَحَ ٱللَّه نَّاس مِن رَحْمَة لَا مُمْسِك مَا أَمْسَكَ لَا مُرْسِل مِن بَعْد عَزِیز حَكِیم
35##3	أَیُّهَا نَّاس ذَكَرَ نِعْمَة ٱللَّه عَلَيٰ هَل مِن خَٰلِق غَیْر ٱللَّه رَزَقَ مِن سَمَآء أَرْض لَا إِلَٰه إِلَّا أَنَّيٰ أُفِكَ
35##4	إِن كَذَّبَ قَد كَذَّبَ رَسُول مِن قَبْل إِلَيٰ ٱللَّه رَجَعَ أَمْر
35##5	أَیُّهَا نَّاس إِنّ وَعْد ٱللَّه حَقّ لَا غَرَّ حَیَوٰة دُّنْیَا لَا غَرَّ ٱللَّه غَرُور
35##6	إِنّ شَیْطَٰن عَدُوّ ٱتَّخَذَ عَدُوّ إِنّ مَا دَعَا حِزْب كَانَ مِن أَصْحَٰب سَعِیر
35##7	ٱلَّذِي كَفَرَ عَذَاب شَدِید ٱلَّذِي ءَامَنَ عَمِلَ صَّٰلِحَٰت مَّغْفِرَة أَجْر كَبِیر
35##8	مَن زَیَّنَ سُوٓء عَمَل رَءَا حَسَن إِنّ ٱللَّه أَضَلَّ مَن شَآءَ هَدَي مَن شَآءَ لَا ذَهَبَ نَفْس عَلَيٰ حَسْرَة إِنّ ٱللَّه عَلِیم مَا صَنَعُ
35##9	ٱللَّه ٱلَّذِي أَرْسَلَ رِیح أَثَارُ سَحَاب سِیقَ إِلَيٰ بَلَد مَّیِّت أَحْیَا أَرْض بَعْد مَوْت ذَٰلِك نُشُور
35##10	مَن كَانَ أَرَادَ عِزَّة ٱللَّه عِزَّة جَمِیع إِلَيٰ یَصْعَدُ كَلِم طَیِّب عَمَل صَٰلِح رَفَعَ ٱلَّذِي مَكَرَ سَیَِّات عَذَاب شَدِید مَكْر أُولَٰٓئِك یَبُورُ
35##11	ٱللَّه خَلَقَ مِن تُرَاب ثُمّ مِن نُّطْفَة ثُمّ جَعَلَ زَوْج مَا حَمَلَ مِن أُنثَيٰ لَا وَضَعَ إِلَّا عِلْم مَا یُعَمَّرُ مِن مُّعَمَّر لَا یُنقَصُ مِن عُمُر إِلَّا فِي كِتَٰب إِنّ ذَٰلِك عَلَيٰ ٱللَّه یَسِیر
35##12	مَا ٱسْتَوَيٰٓ بَحْر هَٰذَا عَذْب فُرَات سَآئِغ شَرَاب هَٰذَا مِلْح أُجَاج مِن كُلّ أَكَلَ لَحْم طَرِیّ ٱسْتَخْرَجَ حِلْیَة لَبَسْ رَءَا فُلْك فِي مَوَاخِر ٱبْتَغَيٰ مِن فَضْل لَعَلّ شَكَرَ
35##13	یُولِجُ لَیْل فِي نَهَار یُولِجُ نَهَار فِي لَیْل سَخَّرَ شَمْس قَمَر كُلّ جَرَیْ أَجَل مُّسَمًّي ذَٰلِك ٱللَّه رَبّ مُلْك ٱلَّذِي دَعَا مِن دُون مَا مَلَكَتْ مِن قِطْمِیر
35##14	إِن دَعَا لَا سَمِعَ دُعَآء لَو سَمِعَ مَا ٱسْتَجَابَ یَوْم قِیَٰمَة كَفَرَ شِرْك لَا نَبَّأَ مِثْل خَبِیر
35##15	أَیُّهَا نَّاس فَقِیر إِلَيٰ ٱللَّه ٱللَّه غَنِيّ حَمِید
35##16	إِن شَآءَ أَذْهَبَ أَتَي خَلْق جَدِید
35##17	مَا ذَٰلِك عَلَيٰ ٱللَّه عَزِیز
35##18	لَا یَزِرُ وَازِرَة وِزْر آخَر إِن دَعَا مُثْقَلَة إِلَيٰ حِمْل لَا حَمَلَ مِن شَيْء لَو كَانَ ذَا قُرْبَيٰ إِنّ مَا أَنذَرَ ٱلَّذِي خَشِيَ رَبّ غَیْب أَقَامَ صَلَوٰة مَن تَزَكَّيٰ إِنّ مَا تَزَكَّيٰ نَفْس إِلَيٰ ٱللَّه مَصِیر
35##19	مَا ٱسْتَوَيٰٓ أَعْمَيٰ بَصِیر
35##20	لَا ظُلُمَٰت لَا نُور
35##21	لَا ظِلّ لَا حَرُور
35##22	مَا ٱسْتَوَيٰٓ حَیّ لَا مَّیِّت إِنّ ٱللَّه أَسْمَعَ مَن شَآءَ مَا مُسْمِع مَن فِي قَبْر
35##23	إِن إِلَّا نَذِیر
35##24	إِنّ أَرْسَلَ حَقّ بَشِیر نَذِیر إِن مِن أُمَّة إِلَّا خَلَا فِي نَذِیر
35##25	إِن كَذَّبَ قَد كَذَّبَ ٱلَّذِي مِن قَبْل جَآءَ رَسُول بَیِّنَة زُبُر كِتَٰب مُّنِیر
35##26	ثُمّ أَخَذَ ٱلَّذِي كَفَرَ كَیْف كَانَ نَكِیر
35##27	لَم رَءَا أَنّ ٱللَّه أَنزَلَ مِن سَمَآء مَآء أَخْرَجَ ثَمَرَٰت مُّخْتَلِف لَوْن مِن جَبَل جُدَد أَبْیَض حُمْر مُّخْتَلِف لَوْن غَرَابِیب سُود
35##28	مِن نَّاس دَآبَّة نَّعَم مُّخْتَلِف لَوْن ذَٰلِك إِنّ مَا خَشِيَ ٱللَّه مِن عَبْد عَلِیم إِنّ ٱللَّه عَزِیز غَفُور
35##29	إِنّ ٱلَّذِي تَلَيٰ كِتَٰب ٱللَّه أَقَامَ صَلَوٰة أَنفَقَ مِن مَا رَزَقَ سِرّ عَلَانِیَة یَرْجُوا تِجَٰرَة لَن یَبُورُ
35##30	وَفَّيٰٓ أَجْر زَادَ مِن فَضْل إِنّ غَفُور شَكُور
35##31	ٱلَّذِي أَوْحَيٰٓ إِلَيٰ مِن كِتَٰب حَقّ مُصَدِّق مَا بَیْن یَد إِنّ ٱللَّه عَبْد خَبِیر بَصِیر
35##32	ثُمّ أَوْرَثَ كِتَٰب ٱلَّذِي ٱصْطَفَيٰ مِن عَبْد مِن ظَالِم نَفْس مِن مُّقْتَصِد مِن سَابِق خَیْرَٰت إِذْن ٱللَّه ذَٰلِك فَضْل كَبِیر
35##33	جَنَّة عَدْن دَخَلَ حُلُّ فِي مِن أَسَاوِر مِن ذَهَب لُؤْلُؤ لِبَاس فِي حَرِیر
35##34	قَالَ حَمْد ٱللَّه ٱلَّذِي أَذْهَبَ عَن حَزَن إِنّ رَبّ غَفُور شَكُور
35##35	ٱلَّذِي أَحَلَّ دَار مُقَامَة مِن فَضْل لَا مَسَّ فِي نَصَب لَا مَسَّ فِي لُّغُوب
35##36	ٱلَّذِي كَفَرَ نَار جَهَنَّم لَا قَضَيٰٓ عَلَيٰ مَّاتَ لَا خَفَّفَ عَن مِن عَذَاب ذَٰلِك جَزَيٰ كُلّ كَفُور
35##37	یَصْطَرِخُ فِي رَبّ أَخْرَجَ عَمِلَ صَٰلِح غَیْر ٱلَّذِي كَانَ عَمِلَ لَم یُعَمَّرُ مَا تَذَكَّرَ فِي مَن تَذَكَّرَ جَآءَ نَذِیر ذَاقُ مَا ظَالِم مِن نَصِیر
35##38	إِنّ ٱللَّه عَٰلِم غَیْب سَمَآء أَرْض إِنّ عَلِیم ذُو صَدْر
35##39	ٱلَّذِي جَعَلَ خَلِیفَة فِي أَرْض مَن كَفَرَ عَلَيٰ كُفْر لَا زَادَ كَٰفِرُون كُفْر عِند رَبّ إِلَّا مَقْت لَا زَادَ كَٰفِرُون كُفْر إِلَّا خَسَار
35##40	قَالَ رَءَا شَرِیك ٱلَّذِي دَعَا مِن دُون ٱللَّه أَرَیْ مَاذَا خَلَقَ مِن أَرْض أَم شِرْك فِي سَمَآء أَم آتَي كِتَٰب عَلَيٰ بَیِّنَة مِن بَل إِن وَعَدَ ظَالِم بَعْض بَعْض إِلَّا غُرُور
35##41	إِنّ ٱللَّه أَمْسَكَ سَمَآء أَرْض أَن زَالَ إِن زَالَ إِن أَمْسَكَ مِن أَحَد مِن بَعْد إِنّ كَانَ حَلِیم غَفُور
35##42	أَقْسَمُ ٱللَّه جَهْد یَمِین إِن جَآءَ نَذِیر كَانَ أَهْدَيٰ مِن إِحْدَي أُمَّة لَمَّا جَآءَ نَذِیر مَا زَادَ إِلَّا نُفُور
35##43	ٱسْتِكْبَار فِي أَرْض مَكْر سَیِّئ لَا حَاقَ مَكْر سَیِّئ إِلَّا أَهْل هَل نَّظَرَ إِلَّا سُنَّة أَوَّل لَن وَجَدَ سُنَّة ٱللَّه تَبْدِیل لَن وَجَدَ سُنَّة ٱللَّه تَحْوِیل
35##44	لَم سَارَ فِي أَرْض نَّظَرَ كَیْف كَانَ عَٰقِبَة ٱلَّذِي مِن قَبْل كَانَ أَشَدّ مِن قُوَّة مَا كَانَ ٱللَّه یُعْجِزَ مِن شَيْء فِي سَمَآء لَا فِي أَرْض إِنّ كَانَ عَلِیم قَدِیر
35##45	لَو یُؤَاخِذُ ٱللَّه نَّاس مَا كَسَبَ مَا تَرَكَ عَلَيٰ ظَهْر مِن دَآبَّة لَٰكِن أَخَّرَ إِلَيٰ أَجَل مُّسَمًّي إِذَا جَآءَ أَجَل إِنّ ٱللَّه كَانَ عَبْد بَصِیر
36##1	یسٓ
36##2	قُرْءَان حَكِیم
36##3	إِنّ مِن مُّرْسَل
36##4	عَلَيٰ صِرَٰط مُّسْتَقِیم
36##5	تَنزِیل عَزِیز رَّحِیم
36##6	أَنذَرَ قَوْم مَا أَنذَرَ آبَاء غَٰفِل
36##7	قَد حَقَّ قَوْل عَلَيٰ أَكْثَر لَا ءَامَنَ
36##8	إِنّ جَعَلَ فِي عُنُق غِلّ إِلَيٰ أَذْقَان مُّقْمَحُون
36##9	جَعَلَ مِن بَیْن یَد سَدّ مِن خَلْف سَدّ أُغْشِیَتْ لَا أَبْصَرَ
36##10	سَوَآء عَلَيٰ أَنذَرَ أَم لَم أَنذَرَ لَا ءَامَنَ
36##11	إِنّ مَا أَنذَرَ مَن ٱتَّبَعَ ذِكْر خَشِيَ رَّحْمَٰن غَیْب بُشِّرَ مَّغْفِرَة أَجْر كَرِیم
36##12	إِنّ أَحْیَا مَّیِّت كَتَبَ مَا قَدَّمَ أَثَر كُلّ شَيْء أَحْصَيٰ فِي إِمَام مُّبِین
36##13	ضَرَبَ مَثَل أَصْحَٰب قَرْیَة إِذ جَآءَ مُّرْسَل
36##14	إِذ أَرْسَلَ إِلَيٰ ٱثْنَیْن كَذَّبَ عَزَّزْ ثَالِث قَالَ إِنّ إِلَيٰ مُّرْسَل
36##15	قَالَ مَا إِلَّا بَشَر مِثْل مَا أَنزَلَ رَّحْمَٰن مِن شَيْء إِن إِلَّا كَذَبَ
36##16	قَالَ رَبّ عَلِمَ إِنّ إِلَيٰ مُّرْسَل
36##17	مَا عَلَيٰ إِلَّا بَلَٰغ مُّبِین
36##18	قَالَ إِنّ ٱطَّیَّرْ إِن لَم ٱنتَهَيٰ رَجَمْ مَسَّ مِن عَذَاب أَلِیم
36##19	قَالَ طَٰٓئِر مَع إِن ذُكِّرَ بَل قَوْم مُسْرِف
36##20	جَآءَ مِن أَقْصَا مَدِینَة رَجُل سَعَيٰ قَالَ قَوْم ٱتَّبَعَ مُّرْسَل
36##21	ٱتَّبَعَ مَن لَا سَأَلَ أَجْر مُّهْتَدُون
36##22	مَا لَا عَبَدَ ٱلَّذِي فَطَرَ إِلَيٰ رَجَعَ
36##23	ٱتَّخَذَ مِن دُون إِلَٰه إِن أَرَادَ رَّحْمَٰن ضُرّ لَا أَغْنَتْ عَن شَفَٰعَة شَيْء لَا أَنقَذَ
36##24	إِنّ إِذًا فِي ضَلَٰل مُّبِین
36##25	إِنّ ءَامَنَ رَبّ سَمِعَ
36##26	قَالَ دَخَلَ جَنَّة قَالَ لَیْت قَوْم عَلِمَ
36##27	مَا غَفَرَ رَبّ جَعَلَ مِن مُّكْرَمُون
36##28	مَا أَنزَلَ عَلَيٰ قَوْم مِن بَعْد مِن جُند مِن سَمَآء مَا كَانَ مُنزِلِین
36##29	إِن كَانَ إِلَّا صَیْحَة وَٰحِدَة إِذَا خَٰمِدِین
36##30	حَسْرَة عَلَيٰ عَبْد مَا أَتَي مِن رَسُول إِلَّا كَانَ ٱسْتُهْزِئَ
36##31	لَم رَءَا كَم أَهْلَكَ قَبْل مِن قَرْن أَنّ إِلَيٰ لَا رَجَعَ
36##32	إِن كُلّ لَمَّا جَمِیع لَدَی مُّحْضَر
36##33	ءَایَة أَرْض مَیْتَة أَحْیَا أَخْرَجَ مِن حَبّ مِن أَكَلَ
36##34	جَعَلَ فِي جَنَّة مِن نَّخِیل عِنَب فُجِّرَتْ فِي مِن عَیْن
36##35	أَكَلَ مِن ثَمَر مَا عَمِلَ یَد لَا شَكَرَ
36##36	سُبْحَٰن ٱلَّذِي خَلَقَ زَوْج كُلّ مِن مَا أَنۘبَتَ أَرْض مِن نَفْس مِن مَا لَا عَلِمَ
36##37	ءَایَة لَیْل نَسْلَخُ مِن نَهَار إِذَا مُظْلِم
36##38	شَمْس جَرَیْ مُسْتَقَرّ ذَٰلِك تَقْدِیر عَزِیز عَلِیم
36##39	قَمَر قَدَّرَ مَنَازِل حَتَّيٰ عَادَ عُرْجُون قَدِیم
36##40	لَا شَمْس یَنۘبَغِي أَن أَدْرَكَ قَمَر لَا لَیْل سَابِق نَهَار كُلّ فِي فَلَك یَسْبَحُ
36##41	ءَایَة أَنّ حَمَلَ ذُرِّیَّة فِي فُلْك مَشْحُون
36##42	خَلَقَ مِن مِثْل مَا رَكِبَ
36##43	إِن شَآءَ أُغْرِقُ لَا صَرِیخ لَا أَنقَذَ
36##44	إِلَّا رَحْمَة مِن مَتَٰع إِلَيٰ حِین
36##45	إِذَا قَالَ ٱتَّقَيٰ مَا بَیْن یَد مَا خَلْف لَعَلّ رَّحِمَ
36##46	مَا أَتَي مِن ءَایَة مِن ءَایَة رَبّ إِلَّا كَانَ عَن مُّعْرِضُون
36##47	إِذَا قَالَ أَنفَقَ مِن مَا رَزَقَ ٱللَّه قَالَ ٱلَّذِي كَفَرَ ٱلَّذِي ءَامَنَ أَطْعَمَ مَن لَو شَآءَ ٱللَّه أَطْعَمَ إِن إِلَّا فِي ضَلَٰل مُّبِین
36##48	قَالَ مَتَيٰ هَٰذَا وَعْد إِن كَانَ صَادِق
36##49	مَا نَّظَرَ إِلَّا صَیْحَة وَٰحِدَة أَخَذَ ٱخْتَصَمُ
36##50	لَا ٱسْتَطَاعَ تَوْصِیَة لَا إِلَيٰ أَهْل رَجَعَ
36##51	نَفَخَ فِي صُّور إِذَا مِن أَجْدَاث إِلَيٰ رَبّ یَنسِلُ
36##52	قَالَ وَیْل مَن بَعَثَ مِن مَّرْقَد هَٰذَا مَا وَعَدَ رَّحْمَٰن صَدَقَ مُّرْسَل
36##53	إِن كَانَ إِلَّا صَیْحَة وَٰحِدَة إِذَا جَمِیع لَدَی مُّحْضَر
36##54	یَوْم لَا ظَلَمَ نَفْس شَيْء لَا جَزَيٰ إِلَّا مَا كَانَ عَمِلَ
36##55	إِنّ أَصْحَٰب جَنَّة یَوْم فِي شُغُل فَٰكِهِین
36##56	زَوْج فِي ظِلّ عَلَيٰ أَرَآئِك مُتَّكِِین
36##57	فِي فَٰكِهَة مَا یَدَّعُ
36##58	سَلَٰم قَوْل مِن رَبّ رَّحِیم
36##59	ٱمْتَٰزُ یَوْم أَیُّهَا مُجْرِم
36##60	لَم عَهِدَ إِلَيٰ بُنَيّ آدَم أَن لَا عَبَدَ شَیْطَٰن إِنّ عَدُوّ مُّبِین
36##61	أَن عَبَدَ هَٰذَا صِرَٰط مُّسْتَقِیم
36##62	قَد أَضَلَّ مِن جِبِلَّة كَثِیر لَم كَانَ عَقَلُ
36##63	هَٰذَا جَهَنَّم ٱلَّذِي كَانَ وَعَدَ
36##64	یَصْلَي یَوْم مَا كَانَ كَفَرَ
36##65	یَوْم خَتَمَ عَلَيٰ أَفْوَٰه كَلَّمَ یَد شَهِدَ رِجْل مَا كَانَ كَسَبَ
36##66	لَو شَآءَ طُمِسَتْ عَلَيٰ عَیْن ٱسْتَبَقَ صِرَٰط أَنَّيٰ أَبْصَرَ
36##67	لَو شَآءَ مَسَخْ عَلَيٰ مَكَانَت مَا ٱسْتَطَاعَ مُضِیّ لَا رَجَعَ
36##68	مَن یُعَمَّرُ نُنَكِّسْ فِي خَلْق لَا عَقَلُ
36##69	مَا عَلَّمَ شِّعْر مَا یَنۘبَغِي إِن إِلَّا ذِكْر قُرْءَان مُّبِین
36##70	أَنذَرَ مَن كَانَ حَیّ حَقَّ قَوْل عَلَيٰ كَٰفِرُون
36##71	لَم رَءَا أَنّ خَلَقَ مِن مَا عَمِلَ یَد نَّعَم مَٰلِك
